titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
Staff Software Engineer,Programador,"CI/CD,TypeScip,Pyho",Jornada completa,True,https://www.tecnoempleo.com/staff-software-engineer-affirm/ci-cd-typescript-python/rf-9de41a9b42fae3723d4f
Desarrollador Senior Data Integration,Inteligencia Artificial/Machine Learning,"Pyho,AWS,ETL",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-senior-data-integration-aegon-nv/python-aws-etl/rf-f8211e410224436b534a
Software Developer,Programador,"PL/SQL,C,C",Jornada completa,False,https://www.tecnoempleo.com/software-developer-oracle/pl-sql-c-c-java/rf-5ecf1cdb022d636cab44
HelpDesk (Remoto),Helpdesk,SeviceNow,Jornada completa,True,https://www.tecnoempleo.com/helpdesk-remoto-akkodis/service-now/rf-5d9119b102eeb36db843
QA Tester NAV 365BC PowerCenter,Tester,"Dyamics365,BusiessCeal",Jornada completa,False,https://www.tecnoempleo.com/qa-tester-nav-365bc-powercenter-hays/dynamics-365-business-central/rf-b48610de9222b39d1b4f
Third Party Risk IT & Cybersecurity,Ciberseguridad,"Cibeseguidad,CISM,CRISK",Jornada completa,False,https://www.tecnoempleo.com/third-party-risk-it-cybersecurity-bnp-paribas/ciberseguridad-cism-crisk-ci/rf-04541435c299533eb542
Senior Software Engineer,Programador,"Java,Go,Rus",Jornada completa,True,https://www.tecnoempleo.com/senior-software-engineer-datadog/java-go-rust/rf-bbb51709626de3d5d344
Fullstack Developer,Programador,"HTML5,CSS3,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/fullstack-developer-basf/html5-css3-javascript-react-vue/rf-a557182f92d4233e204a
Data Analyst,Analista,"Pyho,ETL,e",Jornada completa,False,https://www.tecnoempleo.com/data-analyst-santander/python-etl-net/rf-eed5101f2260b3674240
Experto Microsoft Dynamics,Consultor,Dyamics,Jornada completa,False,https://www.tecnoempleo.com/experto-microsoft-dynamics-deloitte/dynamics/rf-e41b1746627e0316d14f
Java Senior Software Engineer,Programador,"java,API,Spigboo",Jornada completa,False,https://www.tecnoempleo.com/java-senior-software-engineer-page-personnel/java-api-springboot/rf-cc951b519296d325a54e
SysOps especializado en Kubernetes,DevOps,"kubeees,K8s,Dockers",Jornada completa,True,https://www.tecnoempleo.com/sysops-especializado-en-kubernetes-remoto/kubernetes-k8s-dockers-elk-grafa/rf-30111c2b628c13dd4640
Gestor Proyectos IAM. Ingles C1. Teletrabajo,Tecnico de Gestion,"OAuh,PogamMaagme,IAM",Jornada completa,False,https://www.tecnoempleo.com/gestor-proyectos-iam-ingles-c1-teletrabajo-madrid/oauth-program-managment-/rf-b6ac1a3ae2e473d58d4b
Real-Time Software Engineer,Programador,"C,C,Ada",Jornada completa,False,https://www.tecnoempleo.com/real-time-software-engineer-airbus/c-c-ada/rf-dad21694020f938a5349
Senior Data Engineer Python / AWS,Big Data,"Pyho,AWS",Jornada completa,False,https://www.tecnoempleo.com/senior-data-engineer-python-aws-malthus-darwin/python-aws/rf-242f158cb2479393e946
IT Solution Architect,Arquitecto TIC,agile,Jornada completa,False,https://www.tecnoempleo.com/it-solution-architect-basf/agile/rf-dc121f123248732dd441
Programador/a de PLC,Ingenieros/Industria,"PLC,WiCC",Jornada completa,False,https://www.tecnoempleo.com/programador-plc-akkodis/plc-wincc/rf-19fb16e8f2f8e3706348
SecOps Cloud & Data Center Specialist,Ciberseguridad,"AWS,Azure,GCP",Jornada completa,False,https://www.tecnoempleo.com/secops-cloud-data-center-specialist-santander/aws-azure-gcp-vmware-terrafo/rf-5cf515b3b20e83e9ce40
Senior iOS Engineer,Desarrollador Movil,"Swif,iOS",Jornada completa,True,https://www.tecnoempleo.com/senior-ios-engineer-welltech/swift-ios/rf-3f8014a3226903961a48
Ruby on Rails Software Engineer,Programador,"RubyoRails,Ruby",Jornada completa,False,https://www.tecnoempleo.com/ruby-on-rails-software-engineer-babel-profiles/ruby-on-rails-ruby/rf-ee9e1ac83246c3bf794a
Genesys Cloud Developer,Programador,Geesys,Jornada completa,True,https://www.tecnoempleo.com/genesys-cloud-developer-cognizant-technology-solut/genesys/rf-82421b14920fd320a743
Cyber Threat Detection and Prevention,Ciberseguridad,"Dakace,VecaAI,Cisco",Jornada completa,False,https://www.tecnoempleo.com/cyber-threat-detection-and-prevention-deloitte/darktrace-vectra-ai-cisco/rf-6ecf169c726c13fa8d42
Java+testing Senior,Programador,"java,Kaae",Jornada completa,True,https://www.tecnoempleo.com/java-testing-senior-plexus/java-karate/rf-bbdc15cfc230a3471c40
Desarrollador/a Full stack,Programador,"spig,agula",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-full-stack-akkodis/spring-angular/rf-67b612f7f2a9d3f5924e
Senior Salesforce Developer,Programador,Salesfoce,Jornada completa,False,https://www.tecnoempleo.com/senior-salesforce-developer-cognizant-technology-s/salesforce/rf-cc791bada26813b9424f
Senior Full-Stack Developer,Programador,"Pyho,Djago,ode",Jornada completa,False,https://www.tecnoempleo.com/senior-full-stack-developer-ebury/python-django-node-vue-react/rf-d69a185e528e53c4f546
Operacion de Redes 24x7 Nivel I,Ciberseguridad,"edes,cca",Jornada completa,False,https://www.tecnoempleo.com/operacion-redes-24x7-nivel-i-arelance/redes-ccna/rf-166a15df022b038f254e
Tecnico/a Microinformatica,Redes,"sopoe,micoifomaica",Jornada completa,False,https://www.tecnoempleo.com/tecnico-microinformatica-grupo-sermicro/soporte-microinformatica/rf-7975136b2266f3454f43
Data Engineer with Snowflake,Big Data,"sowflake,gi,agile",Jornada completa,True,https://www.tecnoempleo.com/data-engineer-with-snowflake-dacdigital/snowflake-git-agile-data-managemen/rf-dd0a133a32934329774c
PostgreSQL Developer,Base de Datos/DBA,"sql,oacle,daa",Jornada completa,False,https://www.tecnoempleo.com/postgresql-developer-axiom-software-solutions/sql-oracle-data-postgresql-d/rf-70a010f592dcc3f71943
Tecnico HELPDESK/Soporte Telefonico,Helpdesk,"Windows,Windowsseve,viualmachies",Turno rotatorio,False,https://www.tecnoempleo.com/tecnico-helpdesk-soporte-telefonico-hibrido/windows-windows-server-virtual/rf-c38d1e5fa28cb3cff248
Programador JAVA Linux Grafana CIAM,Arquitecto TIC,"java,agula,kubeees",Jornada completa,False,https://www.tecnoempleo.com/programador-java-linux-grafana-ciam-panel-sistemas/java-angular-kubernetes/rf-47591fc94209b38ddf44
Personal administrativo,Administrativo,MicosofOffice,Jornada completa,False,https://www.tecnoempleo.com/personal-administrativo-cib-labs/microsoft-office/rf-b67e10d78294b368c241
ELK Data Engineer. Ingles B2. Teletrabajo,Big Data,"ELK,ElasicSeach,Logash",Jornada completa,False,https://www.tecnoempleo.com/elk-data-engineer-ingles-b2-teletrabajo-second-win/elk-elasticsearch-logta/rf-dc231a05f2ee636fcc46
Desarrollador Full stack,Desarrollador Web,"pyho,aws,eac",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-full-stack-remoteandtalent/python-aws-react-git-api-ci-cd-cl/rf-5fad101dd21463cee644
Desarrollador proyectos GIS,Analista Programador,"PosGIS,Pyho,Javascip",Intensiva Manana,False,https://www.tecnoempleo.com/desarrollador-proyectos-gis-gisgal/postgis-python-javascript-react-openlay/rf-b1f5192da27d73cd794e
Senior Software Engineer Java,Programador,"java,es,soap",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-java-axiom-software-solut/java-rest-soap/rf-0f1b17efd22dd36c3342
Java Developer,Programador,"Java,Spig",Jornada completa,True,https://www.tecnoempleo.com/java-developer-plexus/java-spring/rf-018b1fc9b2ba13213847
Salesforce Technical Lead,Analista Programador,"Salesfoce,Apex",Jornada completa,False,https://www.tecnoempleo.com/salesforce-technical-lead-axiom-software-solutions/salesforce-apex/rf-a450144842f60326564a
Data Senior Specialist,Big Data,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-senior-specialist-bnp-paribas/python-sql/rf-50801c3652fba32bee4b
Desarrollador/a PowerApps,Programador,"PoweApps,ShaePoi,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-powerapps-michael-page/powerapps-sharepoint-javascript/rf-8743113e32dfb36daa41
SC Clear Test Engineer/Analyst,Tester,"QA,esig",Jornada completa,False,https://www.tecnoempleo.com/sc-clear-test-engineer-analyst-axiom-software-solu/qa-testing/rf-d6aa1d53e25413986f4b
Desarrollador C#,Programador,"Ne,C#",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-c-michael-page/net-c/rf-44161db62232a3e11d43
IT Project Manager,Jefe de Proyecto,"PojecMaage,SAP",Jornada completa,False,https://www.tecnoempleo.com/it-project-manager-axiom-software-solutions/project-manager-sap/rf-380810e8e273e307864f
Programador/a FullStack,Programador,"Golag,java,C",Jornada completa,True,https://www.tecnoempleo.com/programador-fullstack-sg-tech/golang-java-c/rf-5cf519d82290f3473b4c
Network Maintenance technician,Ingenieros/Industria,ewok,Jornada completa,False,https://www.tecnoempleo.com/network-maintenance-technician-airbus/network/rf-09d61cddf2591311c148
Application Architect,Arquitecto TIC,API,Jornada completa,False,https://www.tecnoempleo.com/application-architect-axiom-software-solutions/api/rf-8c5b1afe42539342824b
Solution Engineer,Analista Programador,"Java,Pyho,Kafka",Jornada completa,False,https://www.tecnoempleo.com/solution-engineer-michael-page/java-python-kafka-confluent-openapi/rf-4ee71633b2663321094f
Power Electronics Process,Electronica,"CAN,Pokayoke",Jornada completa,False,https://www.tecnoempleo.com/power-electronics-process-axiom-software-solutions/can-poka-yoke/rf-ac471e7c1273b3468044
Senior Product Manager,Jefe de Proyecto,"PoducMaage,PMP",Jornada completa,False,https://www.tecnoempleo.com/senior-product-manager-michael-page/product-manager-pmp/rf-3f461044524893508741
Especialista Bases de Datos Oracle,Base de Datos/DBA,"Oacle,PL/SQL",Jornada completa,False,https://www.tecnoempleo.com/especialista-bases-datos-oracle-sg-tech/oracle-pl-sql/rf-d96019a0a21963d1924e
Programadores PLC,Ingenieros/Industria,"PLC,TIAPORTAL",Jornada completa,True,https://www.tecnoempleo.com/programadores-plc-michael-page/plc-tia-portal/rf-86181215926e3321774c
Developer Windfall FX,Programador,"java,mysql,mave",Jornada completa,False,https://www.tecnoempleo.com/developer-windfall-fx-axiom-software-solutions/java-mysql-maven-oracle/rf-d78a1fd7423e73c5954e
Senior ServiceNow Configuration Manager,Consultor,SeviceNow,Jornada completa,False,https://www.tecnoempleo.com/senior-servicenow-configuration-manager-axiom-soft/servicenow/rf-78821c714211531a1940
Manager Software Engineering,Jefe de Equipo,"Pyho,Koli,Reac",Jornada completa,True,https://www.tecnoempleo.com/manager-software-engineering-affirm/python-kotlin-react/rf-f90a147882ac63deed49
UA Data Analyst,Big Data,"SQL,Pyho,Excel",Jornada completa,False,https://www.tecnoempleo.com/ua-data-analyst-aristocrat/sql-python-excel/rf-07f410735257e3fed747
Ingeniero de red L4,Redes,"okia,IP",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-red-l4-confiarte/nokia-ip/rf-e40310a222a5d39c5e4d
SAP S4 Solution Analyst,Analista,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-s4-solution-analyst-axiom-software-solutions/sap/rf-7dff1a3ad2fde3f2a846
IT Solution Architect,Arquitecto TIC,Digializaio,Jornada completa,False,https://www.tecnoempleo.com/it-solution-architect-basf/digitalization/rf-8c08131492a73309474b
Cybersecurity SASE Analyst,Ciberseguridad,"Cisco,Umbella,Neskope",Jornada completa,False,https://www.tecnoempleo.com/cybersecurity-sase-analyst-santander/cisco-umbrella-netskope-splunk-dynatr/rf-cf861a92d241139fe048
Tecnico IT,Soporte Tecnico,"Widows,VPN",Jornada completa,False,https://www.tecnoempleo.com/tecnico-it-page-personnel/windows-vpn/rf-db0917d5821c53564846
Administrador/a de redes y comunicaciones,Redes,"Foie,PaloAlo",Jornada completa,False,https://www.tecnoempleo.com/administrador-redes-comunicaciones-digital-talent-/fortinet-palo-alto/rf-3e311c2dc2914351d841
Head de PMO,Jefe de Proyecto,PMO,Jornada completa,False,https://www.tecnoempleo.com/head-pmo-michael-page/pmo/rf-45db1f24425e235bf545
Front End Lead ReactJS,Programador,"Reac,ode,Flux",Jornada completa,False,https://www.tecnoempleo.com/front-end-lead-reactjs-axiom-software-solutions/react-node-flux-redux/rf-d1e91e76c24eb37a114e
Consultor SAP FI (Tech Solutions),Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/consultor-sap-fi-tech-solutions-michael-page/sap-hana/rf-a76818ff92c873e5504a
Security Assurance Analyst,Analista,"GDPR,AWS",Jornada completa,False,https://www.tecnoempleo.com/security-assurance-analyst-axiom-software-solution/gdpr-aws/rf-8f39151fe246833a3d44
Desarrollador Frontend React,Programador,"eac,HTML5,CSS3",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-frontend-react-deloitte/react-html5-css3-javascript-typescri/rf-c0c319aa92cdb304e64f
Platform Engineer DBM,Base de Datos/DBA,"Oacle,PosgesSQL,AWS",Jornada completa,False,https://www.tecnoempleo.com/platform-engineer-dbm-axiom-software-solutions/oracle-postgressql-aws/rf-3ae31f63a21393651d44
DevOps SysOps Senior,DevOps,"Liux,AWS,Kubernetes",Jornada completa,True,https://www.tecnoempleo.com/devops-sysops-senior-plexus/linux-aws-kubernetes/rf-ae081954b2f783979342
POWER BI + POWER APPs developer,Programador,"PoweBI,poweapps,SQL",Jornada completa,True,https://www.tecnoempleo.com/power-bi-power-apps-developer-grupo-digital/power-bi-power-apps-sql/rf-24e21124026ed3e5e24b
TECHNICAL Data engineer,Tecnico de Gestion,"Widchill,SAP",Jornada completa,False,https://www.tecnoempleo.com/technical-data-engineer-airbus/windchill-sap/rf-321c13631289233e6a45
Technical Support Engineer,Soporte Tecnico,"sopoe,micoifomaica",Jornada completa,False,https://www.tecnoempleo.com/technical-support-engineer-axiom-software-solution/soporte-microinformatic/rf-523f10cd12b1e3f2fe43
Project Manager con Python,Jefe de Proyecto,"Pyho,FasAPI,Flask",Jornada completa,False,https://www.tecnoempleo.com/project-manager-con-python-michael-page/python-fastapi-flask/rf-985211d7a201e34cd340
Python developer,Programador,"Pyho,Padas,NumPy",Jornada completa,True,https://www.tecnoempleo.com/python-developer-sg-tech/python-pandas-numpy/rf-e24e18d39205431cfa43
Java Microservices Developer,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/java-microservices-developer-plexus/java-spring/rf-cd961d80c2b8332e934f
Power Automate Senior Developer,Programador,PoweAuomae,Jornada completa,False,https://www.tecnoempleo.com/power-automate-senior-developer-axiom-software-sol/power-automate/rf-a58e190412d5f3019348
Programador Backend Python GCP,Analista Programador,"pyho,gcp,gi",Jornada completa,True,https://www.tecnoempleo.com/programador-backend-python-gcp-krell-consulting-tr/python-gcp-git-maven-je/rf-c5a41017b279834e7c4f
Data Test Automation Technical lead,Tester,"JMee,Goovy,Pyspak",Jornada completa,False,https://www.tecnoempleo.com/data-test-automation-technical-lead-axiom-software/jmeter-groovy-pyspark/rf-75b01bc3c25833264942
DevOps - Freelance,DevOps,"Azure,Kubernetes,AKS",Jornada completa,True,https://www.tecnoempleo.com/devops-freelance-akkodis/azure-kubernetes-aks-net/rf-589a12be4255b3659e44
Grafana Admin,Administrador,"Gafaa,Kubernetes",Jornada completa,False,https://www.tecnoempleo.com/grafana-admin-axiom-software-solutions/grafana-kubernetes/rf-697a1bd91223537ddf40
Data Platform Developer,Big Data,"Azure,PoweBI,Databicks",Jornada completa,False,https://www.tecnoempleo.com/data-platform-developer-michael-page/azure-power-bi-data-bricks-salesforce/rf-508c1959d2c97319ec40
Oracle Fusion consultant,Consultor,Oacle,Jornada completa,True,https://www.tecnoempleo.com/oracle-fusion-consultant-michael-page/oracle/rf-a8fc1e185282c3f79842
SAP Advanced Business,Programador,"SAP,ABAP",Jornada completa,True,https://www.tecnoempleo.com/sap-advanced-business-pertemps-it/sap-abap/rf-ff2613c142dea3dc3347
Tecnico de Marketing y Comunicacion,Marketing,Makeig,Jornada completa,False,https://www.tecnoempleo.com/tecnico-marketing-comunicacion-michael-page/marketing/rf-ca3b13ae92e3d3f4b44e
Tech Lead Java Microservices,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/tech-lead-java-microservices-plexus/java-spring/rf-6b5a13a162e80399da49
Programador/a PLC (Scada),Electronica,"PLC,HMI,SCADA",Jornada completa,False,https://www.tecnoempleo.com/programador-plc-scada-michael-page/plc-hmi-scada/rf-77a514a822aca309ba4b
UX Researcher,Analista,"UX,eseach",Jornada completa,False,https://www.tecnoempleo.com/ux-researcher-amazon/ux-research/rf-a5bc16bce20493757643
Lead Software Developer AWS,Programador,"AWS,Pyho,Lambda",Jornada completa,False,https://www.tecnoempleo.com/lead-software-developer-aws-axiom-software-solutio/aws-python-lambda/rf-3eb81052122e53a05e43
Mic Senior Support,Soporte Tecnico,"java,OpeShif",Jornada completa,False,https://www.tecnoempleo.com/mic-senior-support-axiom-software-solutions/java-openshift/rf-bdb81bc6c264e3927445
IT Service Manager,Consultor,SeviceMaage,Jornada completa,False,https://www.tecnoempleo.com/it-service-manager-madrid/service-manager/rf-528f1e7b724f33d12c4f
Frontend Developer React JS,Programador,"eac,JavaScip,CSS",Jornada completa,True,https://www.tecnoempleo.com/frontend-developer-react-js-michael-page/react-javascript-css-html-sql/rf-bd661280627b935e4b4a
Java Software Engineer,Programador,"java,spig,SQL",Jornada completa,False,https://www.tecnoempleo.com/java-software-engineer-webfleet/java-spring-sql-rest-api/rf-283c1285f2d4b370c54f
Senior Data Engineer,Big Data,"SQL,Pyho",Jornada completa,True,https://www.tecnoempleo.com/senior-data-engineer-affirm/sql-python/rf-3d091f9432d1333c2d49
Content Designer (UI/UX),Diseno grafico,UI/UX,Jornada completa,False,https://www.tecnoempleo.com/content-designer-ui-ux-axiom-software-solutions/ui-ux/rf-01db1ca332214371a74b
VoLTE/R4 Testing Resources,Tester,"VoLTE,Docker,Kubernetes",Jornada completa,False,https://www.tecnoempleo.com/volte-r4-testing-resources-axiom-software-solution/volte-docker-kubernetes/rf-80381029f21283b99b48
SERVICE MANAGER Cloud,Consultor,ITIL,Jornada completa,False,https://www.tecnoempleo.com/service-manager-cloud-michael-page/itil/rf-db59183992a4b3eb854d
Senior Oracle Developer,Programador,"Oacle,SQL,PL/SQL",Jornada completa,True,https://www.tecnoempleo.com/senior-oracle-developer-axiom-software-solutions/oracle-sql-pl-sql/rf-533d1827e2fa2372ef48
Data Engineer,Big Data,"PySpak,AWS",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/pyspark-aws/rf-b9041dbbf2651387eb4e
Senior SAP SD,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/senior-sap-sd-barcelona/sap/rf-3f481897a212c3ad444e
Administrador/a de sistemas EWF,Administrador,"Widows,VMwae",Jornada completa,False,https://www.tecnoempleo.com/administrador-sistemas-ewf-gmv/windows-vmware/rf-d2a91185a2ade306ce4f
Consultor TIC Senior,Consultor,TIC,Jornada completa,False,https://www.tecnoempleo.com/consultor-tic-senior-hays/tic/rf-e8bf1f50626613af9f4c
IAM Business Analyst,Analista,"SailPoi,Salesfoce,CISSP",Jornada completa,False,https://www.tecnoempleo.com/iam-business-analyst-michael-page/sailpoint-salesforce-cissp-ciam/rf-fcf01fcf22ab6318624c
Integration Software Engineer,Programador,"Ne,C#",Jornada completa,False,https://www.tecnoempleo.com/integration-software-engineer-axiom-software-solut/net-c/rf-c8bd1fdf32ee73913b4b
Operations Data Analytics,Analista,"PoweBI,SQL",Jornada completa,False,https://www.tecnoempleo.com/operations-data-analytics-michael-page/power-bi-sql/rf-50cb16ebe21143cd1f4f
Design Engineer,Electronica,"PLC,HMI,javascip",Jornada completa,False,https://www.tecnoempleo.com/design-engineer-michael-page/plc-hmi-javascript/rf-f7071418329083367c4b
Full Stack Software Engineer,Programador,"JavaScip,Reac,Redux",Jornada completa,False,https://www.tecnoempleo.com/full-stack-software-engineer-webfleet/javascript-react-redux-html5-css3/rf-ac9e172fa2d063b3134f
Q&A Manager,Consultor,"QA,jia",Jornada completa,False,https://www.tecnoempleo.com/q-manager-axiom-software-solutions/qa-jira/rf-79821eb7129463f6d046
IT Project Manager,Jefe de Proyecto,"Scum,Kaba",Jornada completa,False,https://www.tecnoempleo.com/it-project-manager-weewoo/scrum-kanban/rf-a06210a3222983b50544
Senior ASO and ASA Manager,Marketing,"ASO,AppleSeachAds",Jornada completa,False,https://www.tecnoempleo.com/senior-aso-and-asa-manager-aristocrat/aso-apple-search-ads/rf-4b341cc2821a3390304a
Ingeniero/a de software de bajo nivel,Programador,"C,C",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-software-bajo-nivel-madrid/c-c/rf-a1a51cafa2ab53832447
Project Manager,Ingenieros/Industria,"pojecmaage,PMP",Jornada completa,False,https://www.tecnoempleo.com/project-manager-michael-page/project-manager-pmp/rf-d45d13fa3211c3f6ed42
ServiceNow Tester,Tester,SeviceNow,Jornada completa,True,https://www.tecnoempleo.com/servicenow-tester-axiom-software-solutions/servicenow/rf-f5bb14fc1252d38bcf49
Software Automation,DevOps,"Pyho,Pipelies,Jekis",Jornada completa,False,https://www.tecnoempleo.com/software-automation-axiom-software-solutions/python-pipelines-jenkins/rf-343d10051266d36ffa4e
Integration Architect,Arquitecto TIC,"TOGAF,Oacle,AWS",Jornada completa,False,https://www.tecnoempleo.com/integration-architect-axiom-software-solutions/togaf-oracle-aws-sql/rf-a7d0125c12ae73b7374f
Avaloq Developer,Programador,"Oacle,PL/SQL",Jornada completa,False,https://www.tecnoempleo.com/avaloq-developer-axiom-software-solutions/oracle-pl-sql/rf-347a13fd921813976449
Responsable Marketing,Marketing,Makeig,Jornada completa,False,https://www.tecnoempleo.com/responsable-marketing-michael-page/marketing/rf-afeb1dbe220dd3a09547
Camunda BPM Business Analyst,Analista,"Camuda,java",Jornada completa,False,https://www.tecnoempleo.com/camunda-bpm-business-analyst-axiom-software-soluti/camunda-java/rf-6f781278429d53f4134e
Desarrollador Backend Node,Programador,"ode,Nes",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-backend-node-michael-page/node-nest/rf-628c1e20122b23a06849
SC Cleared Oracle Techno functional,Base de Datos/DBA,oacle,Jornada completa,False,https://www.tecnoempleo.com/sc-cleared-oracle-techno-functional-axiom-software/oracle/rf-7f8c1ff0c2552382c846
Desarrollador Backend .NET,Programador,"Ne,C#",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-backend-net-michael-page/net-c/rf-0d16180682c61357eb43
Analista Programador/a,Analista Programador,"JAVA,Pyho,MySQL",Jornada completa,True,https://www.tecnoempleo.com/analista-programador-a-sg-tech/java-python-mysql/rf-7a1f1939f21be384a84b
Ingeniero de redes con italiano,Redes,edes,Jornada completa,False,https://www.tecnoempleo.com/ingeniero-redes-con-italiano-michael-page/redes/rf-274e142d929383d73647
Big Data Engineer/ Data Engineer,Big Data,"Pyho,java,Kafka",Jornada completa,False,https://www.tecnoempleo.com/big-data-engineer-data-engineer-michael-page/python-java-kafka-spark/rf-ac121d29223ac38dab47
C++ Software Engineer,Programador,"C,Linux,Windows",Jornada completa,False,https://www.tecnoempleo.com/c-software-engineer-axiom-software-solutions/c-linux-windows/rf-abc515317202136c1840
Senior Data Analyst,Analista,"SQL,Tableau,Looke",Jornada completa,False,https://www.tecnoempleo.com/senior-data-analyst-wallapop/sql-tableau-looker/rf-4aa912ea228ce3023848
Digital Health Data Engineer,Big Data,"AWS,Azure,GCP",Jornada completa,False,https://www.tecnoempleo.com/digital-health-data-engineer-axiom-software-soluti/aws-azure-gcp-python/rf-14b91028826b431c174c
Data Analyst,Big Data,"Spak,Scala,Pyho",Jornada completa,False,https://www.tecnoempleo.com/data-analyst-akkodis/spark-scala-python-sql/rf-37591f7af215c3620f4a
Senior Software Engineer,Programador,"Sybase,Pyho",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-axiom-software-solutions/sybase-python/rf-2f041b3d02463375c647
Senior Analyst of Cybersecurity,Ciberseguridad,"Cibeseguidad,WAF,DDoS",Jornada completa,False,https://www.tecnoempleo.com/senior-analyst-of-cybersecurity-santander/ciberseguridad-waf-ddos/rf-c06b1ea812d413603143
Head of Digital Content,Marketing,Makeig,Jornada completa,False,https://www.tecnoempleo.com/head-of-digital-content-madrid/marketing/rf-b65115e0b2bdc3adf447
CPQ consultants,Consultor,CPQ,Jornada completa,False,https://www.tecnoempleo.com/cpq-consultants-axiom-software-solutions/cpq/rf-02be1a84e2bea38dfd4c
Java Developer,Programador,java,Jornada completa,False,https://www.tecnoempleo.com/java-developer-axiom-software-solutions/java/rf-39601231b23a93159947
Business Central Europa Funcional,Consultor,BusiessCeal,Jornada completa,False,https://www.tecnoempleo.com/business-central-europa-funcional-michael-page/business-central/rf-1d7b1ac9725de3bdee49
Enterprise Architect,Arquitecto TIC,"Salesfoce,SAP,GCP",Jornada completa,False,https://www.tecnoempleo.com/enterprise-architect-michael-page/salesforce-sap-gcp-azure-aws/rf-69cc12a2420dd32ced4c
Soporte SAP FI/CO,Consultor,"SAP,Haa",Jornada completa,False,https://www.tecnoempleo.com/soporte-sap-fi-co-michael-page/sap-hana/rf-146513b6e2891339034f
Tecnico de Soporte IT,Soporte Tecnico,"PowePlafom,Dyamics365,PoweBI",Jornada completa,False,https://www.tecnoempleo.com/tecnico-soporte-it-michael-page/power-platform-dynamics-365-power-bi-azure/rf-89f51475d200c35a5d45
IT Data Manager,Big Data,"PoweBI,Tableau,Qlik",Jornada completa,False,https://www.tecnoempleo.com/it-data-manager-michael-page/powerbi-tableau-qlik/rf-04931b4b529273c4af41
Project Manager,Jefe de Proyecto,PojecMaage,Jornada completa,False,https://www.tecnoempleo.com/project-manager-michael-page/project-manager/rf-53011cc38213a3f6fc43
Salesforce Senior Developer,Programador,"Salesfoce,Apex,Visualfoce",Jornada completa,False,https://www.tecnoempleo.com/salesforce-senior-developer-michael-page/salesforce-apex-visualforce/rf-6ec4140d4226e30cb74c
SPLUNK Administrator,Administrador,"Widows,Liux,SPLUNK",Jornada completa,False,https://www.tecnoempleo.com/splunk-administrator-michael-page/windows-linux-splunk/rf-4394143cf2ddf38f5e43
Senior ServiceNow Consultant,Consultor,SeviceNow,Jornada completa,False,https://www.tecnoempleo.com/senior-servicenow-consultant-axiom-software-soluti/servicenow/rf-7b7a16ac3298f3a41b4f
UX Designer,Desarrollador Web,"UX,TypeScip,SCSS",Jornada completa,False,https://www.tecnoempleo.com/ux-designer-michael-page/ux-typescript-scss-react/rf-e377115d027c83d2e940
Program Manager,Consultor,BPM,Jornada completa,False,https://www.tecnoempleo.com/program-manager-axiom-software-solutions/bpm/rf-ec621c6b628003e9c749
Java Developer,Programador,"Java,Spig,SQL",Jornada completa,False,https://www.tecnoempleo.com/java-developer-axiom-software-solutions/java-spring-sql/rf-e3cc1e05a21893037548
Support Engineers,Soporte Tecnico,"Widows,Office",Jornada completa,False,https://www.tecnoempleo.com/support-engineers-axiom-software-solutions/windows-office/rf-da70125142fc73b36143
SAP FI SR para Rollouts,Consultor,"SAP,SAPFI,haa",Jornada completa,False,https://www.tecnoempleo.com/sap-fi-sr-para-rollouts-michael-page/sap-sap-fi-hana/rf-5db3115172fdd39c0844
Test Engineer,Programador,"AWS,Kubernetes,Docker",Jornada completa,False,https://www.tecnoempleo.com/test-engineer-axiom-software-solutions/aws-kubernetes-docker-rest-assured-/rf-531f1b8142a0e3679742
Senior .Net Developer,Programador,"e,C#",Jornada completa,False,https://www.tecnoempleo.com/senior-net-developer-michael-page/et-c/rf-e2151f9f224d03c8d741
NetSuite ERP Specialist,Programador,NeSuie,Jornada completa,False,https://www.tecnoempleo.com/netsuite-erp-specialist-page-personnel/netsuite/rf-6b2b19a242e79319fe47
